STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
GB001-ASTHMA-201,TS,1,,TITLE,Trial Title,GB001 in Moderate-Severe Asthma,,,,
GB001-ASTHMA-201,TS,1,,TPHASE,Trial Phase Classification,PHASE II TRIAL,,C15601,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,STYPE,Study Type,INTERVENTIONAL,,C98388,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,TBLIND,Trial Blinding Schema,DOUBLE BLIND,,C15228,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,TCNTRL,Control Type,PLACEBO,,C49648,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,TINDTP,Trial Intent Type,TREATMENT,,C49656,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,INTMODEL,Intervention Model,PARALLEL,,C82639,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,INTTYPE,Intervention Type,DRUG,,C1909,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,RANDOM,Trial is Randomized,Y,,C49488,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,ADDON,Added on to Existing Treatments,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,ADAPT,Adaptive Design,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,PLANSUB,Planned Number of Subjects,100,,,,
GB001-ASTHMA-201,TS,1,,ACTSUB,Actual Number of Subjects,100,,,,
GB001-ASTHMA-201,TS,1,,NARMS,Planned Number of Arms,2,,,,
GB001-ASTHMA-201,TS,1,,HLTSUBJI,Healthy Subject Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,AGEMIN,Planned Minimum Age of Subjects,P18Y,,,,
GB001-ASTHMA-201,TS,1,,AGEMAX,Planned Maximum Age of Subjects,P75Y,,,,
GB001-ASTHMA-201,TS,1,,SEXPOP,Sex of Participants,BOTH,,C49636,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,LENGTH,Trial Length,P20W,,,,
GB001-ASTHMA-201,TS,1,,SSTDTC,Study Start Date,2024-01-15,,,,
GB001-ASTHMA-201,TS,1,,TDIGRP,Diagnosis Group,Respiratory,,,SNOMED,2023-09-01
GB001-ASTHMA-201,TS,1,,TRT,Investigational Therapy or Treatment,GB001,,,UNII,
GB001-ASTHMA-201,TS,1,,STUDYID,STUDYID,GB001-ASTHMA-201,,,,
GB001-ASTHMA-201,TS,1,,THERAREA,Therapeutic Area,Respiratory,,,,
GB001-ASTHMA-201,TS,1,,SPONSOR,Clinical Study Sponsor,PHARMACEUTICAL COMPANY,,,,
GB001-ASTHMA-201,TS,1,,OBJPRIM,Trial Primary Objective,To evaluate the efficacy and safety of the investigational treatment,,,,
GB001-ASTHMA-201,TS,1,,OBJSEC,Trial Secondary Objective,To evaluate pharmacokinetics and immunogenicity,,,,
GB001-ASTHMA-201,TS,1,,OUTMSPRI,Primary Outcome Measure,Change from baseline in primary endpoint,,,,
GB001-ASTHMA-201,TS,1,,TTYPE,Trial Type,EFFICACY,,C49663,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,PCLAS,Pharmacologic Class,MONOCLONAL ANTIBODY,,,MED-RT,2023-09-01
GB001-ASTHMA-201,TS,1,,STOPRULE,Study Stop Rules,Study may be stopped for safety concerns per DMC recommendation,,,,
GB001-ASTHMA-201,TS,1,,FCNTRY,Planned Country of Investigational Sites,USA,,,,
GB001-ASTHMA-201,TS,1,,REGID,Registry Identifier,NCT00000000,,,,
GB001-ASTHMA-201,TS,1,,NCOHORT,Planned Number of Subject Cohorts,2,,,,
GB001-ASTHMA-201,TS,1,,DCUTDTC,Data Cutoff Date,2024-07-03,,,,
GB001-ASTHMA-201,TS,1,,DCUTDESC,Data Cutoff Description,Final database lock,,,,
GB001-ASTHMA-201,TS,1,,SENDTC,Study End Date,2024-08-02,,,,
GB001-ASTHMA-201,TS,1,,EXTTIND,Extension Trial Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,PDPSTIND,Protocol Deviation Post Study Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,PDSTIND,Protocol Deviation Study Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,PIPIND,Protocol Investigative Product Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,RDIND,Rare Disease Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,ONGOSIND,Ongoing Study Indicator,N,,C49487,CDISC CT,2023-12-15
GB001-ASTHMA-201,TS,1,,SDTIGVER,SDTM Implementation Guide Version,3.4,,,,
GB001-ASTHMA-201,TS,1,,SDTMVER,SDTM Model Version,2.0,,,,
