error_id,rule_id,status,domain,USUBJID,row_index,primitive,variables_modified,re_derived,failure_reason
INJ-SD2201-TS-001,SD2201,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""ADDON"", ""injected"": ""(row deleted)""}}",,
INJ-SD2202-TS-001,SD2202,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""AGEMAX"", ""injected"": ""(row deleted)""}}",,
INJ-SD2203-TS-001,SD2203,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""AGEMIN"", ""injected"": ""(row deleted)""}}",,
INJ-SD2204-TS-001,SD2204,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""LENGTH"", ""injected"": ""(row deleted)""}}",,
INJ-SD2205-TS-001,SD2205,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""PLANSUB"", ""injected"": ""(row deleted)""}}",,
INJ-SD2206-TS-001,SD2206,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""RANDOM"", ""injected"": ""(row deleted)""}}",,
INJ-SD2207-TS-001,SD2207,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""SEXPOP"", ""injected"": ""(row deleted)""}}",,
INJ-SD2208-TS-001,SD2208,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""STOPRULE"", ""injected"": ""(row deleted)""}}",,
INJ-SD2209-TS-001,SD2209,injected,TS,,,delete_row,"{""TSPARMCD"": {""original"": ""TBLIND"", ""injected"": ""(row deleted)""}}",,
INJ-SD1278-TS-001,SD1278,injected,TS,,1,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C15601"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-002,SD1278,injected,TS,,2,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C98388"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-003,SD1278,injected,TS,,3,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C49656"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-004,SD1278,injected,TS,,4,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C82639"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-005,SD1278,injected,TS,,5,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C1909"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-006,SD1278,injected,TS,,6,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C49487"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-007,SD1278,injected,TS,,9,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C49487"", ""injected"": ""INCONSISTENT VALUE""}}",,
INJ-SD1278-TS-008,SD1278,injected,TS,,19,duplicate_with_mutation,"{""TSVALCD"": {""original"": ""C49663"", ""injected"": ""INCONSISTENT VALUE""}}",,
